age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
54,1,17779,Marié(e),Consulting,Directeur Technique,3,36,10,9,4,3,4,4,1,3,3,0,0,0,2,3,3,Infra & Cloud,1.5,0,9
31,1,6833,Marié(e),Consulting,Manager,1,6,6,5,3,3,2,1,4,2,3,1,0,0,2,11,2,Transformation Digitale,1.5,0,1
31,0,6812,Célibataire,Consulting,Manager,1,10,10,9,3,2,2,1,2,3,3,0,0,0,2,24,3,Transformation Digitale,1.5,1,8
59,0,5171,Célibataire,Commercial,Cadre Commercial,5,13,6,1,3,2,2,4,4,3,3,0,0,0,2,3,3,Infra & Cloud,1.5,0,5
43,1,19740,Marié(e),Consulting,Directeur Technique,3,25,8,7,3,1,5,4,2,3,3,0,0,1,2,3,3,Infra & Cloud,1.5,0,7
49,1,18711,Marié(e),Consulting,Senior Manager,2,23,1,0,1,2,5,3,3,4,3,0,0,1,2,4,2,Transformation Digitale,1.5,0,0
36,1,3692,Marié(e),Consulting,Assistant de Direction,1,12,11,10,3,3,1,2,3,2,3,0,0,0,2,3,3,Entrepreunariat,2.0,0,7
48,1,2559,Célibataire,Consulting,Consultant,5,7,1,0,4,4,1,2,3,2,3,0,0,0,4,2,2,Entrepreunariat,1.5,0,0
27,1,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,3,1,3,2,3,3,0,0,3,2,4,2,Infra & Cloud,1.5,0,3
29,1,6623,Divorcé(e),Consulting,Manager,1,6,6,0,3,3,2,4,2,3,3,1,0,2,2,7,3,Infra & Cloud,1.5,1,0
48,1,18265,Célibataire,Consulting,Directeur Technique,6,25,1,0,4,2,5,4,3,4,3,0,0,0,3,1,3,Infra & Cloud,1.5,0,0
29,0,16124,Divorcé(e),Consulting,Directeur Technique,3,9,7,7,4,2,4,4,2,2,3,0,0,2,2,1,3,Infra & Cloud,1.5,1,7
34,0,2585,Marié(e),Consulting,Assistant de Direction,0,2,1,0,3,4,1,3,4,2,3,0,0,0,5,20,3,Entrepreunariat,1.5,0,0
44,1,18213,Marié(e),Commercial,Senior Manager,7,26,22,9,2,3,5,2,3,3,3,0,0,1,5,5,3,Marketing,1.5,3,10
33,1,8380,Divorcé(e),Commercial,Cadre Commercial,0,10,9,8,4,4,3,3,4,3,3,1,0,2,3,10,5,Marketing,1.5,0,8
19,0,2994,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,4,1,4,4,3,3,1,0,0,2,25,3,Infra & Cloud,1.5,0,1
23,1,1223,Marié(e),Consulting,Assistant de Direction,1,1,1,0,4,3,1,3,4,3,4,0,0,1,2,1,2,Infra & Cloud,1.5,0,1
25,1,1118,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,1,1,4,4,3,3,1,1,0,4,24,1,Infra & Cloud,2.0,1,0
26,1,2875,Célibataire,Consulting,Assistant de Direction,1,8,8,5,3,3,1,4,2,2,4,1,0,0,2,4,2,Infra & Cloud,1.5,2,2
45,0,18824,Célibataire,Commercial,Senior Manager,2,26,24,10,1,1,5,2,1,3,3,1,1,0,2,2,3,Marketing,1.5,1,11
55,1,13577,Divorcé(e),Consulting,Manager,1,34,33,9,4,2,4,2,4,3,3,1,0,1,3,8,1,Transformation Digitale,1.0,15,0
21,0,2625,Célibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,3,1,4,0,1,0,2,10,2,Infra & Cloud,2.0,2,2
46,0,18789,Marié(e),Commercial,Senior Manager,2,26,11,4,4,2,5,2,3,3,3,0,0,1,2,4,2,Marketing,1.5,0,8
34,0,4538,Célibataire,Commercial,Cadre Commercial,0,4,3,2,3,3,2,1,4,3,3,1,0,0,3,2,3,Marketing,1.5,0,2
51,1,19847,Divorcé(e),Commercial,Senior Manager,4,31,29,10,4,3,5,2,1,2,4,1,0,1,5,9,3,Infra & Cloud,2.0,11,10
59,1,10512,Célibataire,Consulting,Tech Lead,6,25,9,7,4,3,3,4,4,2,3,0,0,0,6,18,4,Transformation Digitale,1.5,5,4
34,0,4444,Divorcé(e),Consulting,Consultant,4,15,11,8,3,3,2,2,3,4,3,0,0,2,2,19,3,Transformation Digitale,2.0,5,10
28,1,2154,Célibataire,Consulting,Consultant,0,5,4,2,4,3,1,3,3,2,3,1,0,0,2,1,4,Transformation Digitale,2.0,0,2
44,1,19190,Divorcé(e),Consulting,Senior Manager,1,26,25,9,3,4,5,1,4,2,3,0,0,2,4,4,2,Infra & Cloud,1.5,14,13
34,1,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,9,3,2,2,2,4,4,3,0,0,2,5,11,3,Infra & Cloud,2.0,1,8
35,1,3506,Marié(e),Consulting,Assistant de Direction,0,4,3,2,3,3,1,3,4,3,3,1,0,0,3,6,1,Infra & Cloud,1.5,2,2
42,0,2372,Marié(e),Consulting,Assistant de Direction,6,18,1,0,2,4,2,2,4,3,3,1,0,0,2,7,4,Transformation Digitale,1.5,0,0
43,0,10231,Célibataire,Commercial,Cadre Commercial,3,23,21,7,4,2,3,4,4,4,3,0,0,0,3,4,4,Marketing,1.5,15,17
36,0,5410,Célibataire,Consulting,Tech Lead,9,18,16,14,3,3,2,2,4,3,3,1,0,0,2,2,4,Infra & Cloud,1.5,5,12
44,0,7978,Marié(e),Consulting,Manager,1,10,10,7,1,3,3,4,4,3,3,0,1,1,2,15,3,Transformation Digitale,1.5,0,5
28,1,3867,Marié(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,3,3,1,0,1,2,2,3,Infra & Cloud,2.0,2,2
51,0,2838,Célibataire,Consulting,Consultant,0,8,7,0,2,2,1,3,2,2,3,0,0,0,6,6,2,Transformation Digitale,2.0,7,7
30,0,4695,Célibataire,Consulting,Tech Lead,7,10,8,4,3,3,2,3,3,3,3,1,0,0,3,9,2,Transformation Digitale,1.0,1,7
29,0,3339,Divorcé(e),Consulting,Consultant,3,10,7,7,2,3,1,3,1,3,3,1,1,2,2,7,3,Entrepreunariat,1.5,7,7
28,1,2080,Célibataire,Consulting,Assistant de Direction,2,5,3,2,4,3,1,1,2,2,3,0,0,0,2,1,3,Entrepreunariat,1.5,1,2
25,0,2096,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,3,1,2,4,2,3,0,0,0,3,1,3,Transformation Digitale,1.5,2,1
32,1,6209,Marié(e),Commercial,Cadre Commercial,1,10,10,7,3,4,2,4,3,4,3,0,0,2,4,8,3,Transformation Digitale,1.5,0,8
45,0,18061,Célibataire,Consulting,Senior Manager,3,22,0,0,2,3,5,2,3,3,4,0,0,0,4,25,3,Transformation Digitale,2.0,0,0
39,0,17123,Divorcé(e),Consulting,Senior Manager,6,21,19,9,3,2,4,2,4,3,3,1,0,2,4,13,4,Transformation Digitale,1.5,15,2
58,1,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,2,2,1,3,1,3,4,3,3,0,0,2,3,23,4,Infra & Cloud,1.5,2,2
32,1,4883,Marié(e),Consulting,Consultant,1,10,10,4,4,3,2,3,1,3,3,0,1,1,3,7,2,Infra & Cloud,1.5,1,1
39,1,3904,Célibataire,Consulting,Assistant de Direction,0,6,5,2,3,3,1,1,1,3,3,0,1,0,2,23,3,Transformation Digitale,1.5,0,3
30,0,4627,Marié(e),Consulting,Consultant,0,10,9,2,1,2,2,4,1,3,3,0,0,1,6,6,3,Entrepreunariat,1.5,6,7
36,0,7094,Marié(e),Consulting,Manager,3,10,7,7,4,3,3,3,1,3,3,0,0,0,0,10,4,Entrepreunariat,1.5,1,7
46,0,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,10,7,6,4,3,1,1,3,4,3,0,0,0,3,1,2,Infra & Cloud,1.5,5,7
28,0,6674,Marié(e),Consulting,Consultant,0,10,9,8,3,1,2,4,1,3,3,0,0,3,6,1,3,Infra & Cloud,1.0,7,5
50,0,16880,Marié(e),Consulting,Directeur Technique,4,25,3,2,4,3,4,1,2,3,3,1,0,0,2,28,3,Infra & Cloud,1.5,1,2
40,1,9094,Célibataire,Commercial,Cadre Commercial,2,9,5,4,4,2,3,2,3,3,3,1,1,0,2,25,4,Marketing,1.5,1,0
52,1,8446,Célibataire,Commercial,Cadre Commercial,9,10,8,7,2,3,3,2,3,2,3,1,1,0,2,5,3,Infra & Cloud,1.5,7,7
30,0,11916,Marié(e),Consulting,Senior Manager,1,9,9,1,2,3,3,1,4,3,4,1,0,2,2,17,4,Transformation Digitale,1.5,0,8
39,1,4534,Célibataire,Consulting,Tech Lead,0,9,8,7,1,3,2,3,1,3,3,0,0,0,6,18,2,Infra & Cloud,1.5,1,7
31,0,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,10,8,4,3,3,3,1,2,3,1,0,1,5,2,4,Infra & Cloud,1.0,9,6
41,1,6151,Célibataire,Commercial,Cadre Commercial,1,19,19,2,3,1,2,2,1,3,3,0,0,0,4,10,2,Transformation Digitale,1.0,11,9
31,0,2302,Célibataire,Commercial,Représentant Commercial,1,3,3,2,4,3,1,2,1,4,3,1,1,0,2,1,3,Infra & Cloud,2.0,2,2
44,1,2362,Marié(e),Consulting,Consultant,4,10,3,2,1,3,1,1,3,4,3,0,1,0,4,3,3,Infra & Cloud,1.5,1,2
42,1,17861,Marié(e),Consulting,Senior Manager,0,21,20,8,3,3,4,3,4,2,3,1,0,0,3,2,1,Infra & Cloud,1.0,2,10
55,0,19187,Marié(e),Consulting,Senior Manager,4,23,19,9,4,1,5,3,4,3,3,0,0,1,5,2,2,Transformation Digitale,1.5,9,11
56,1,19717,Célibataire,Ressources Humaines,Senior Manager,6,36,7,3,4,3,5,2,1,3,3,0,0,0,4,8,4,Infra & Cloud,1.5,7,7
40,1,3544,Divorcé(e),Consulting,Assistant de Direction,9,6,4,2,3,3,1,3,2,3,3,0,0,1,0,16,2,Infra & Cloud,1.0,0,0
34,1,8500,Divorcé(e),Consulting,Manager,0,10,9,7,4,3,3,4,4,2,3,0,0,1,0,9,3,Infra & Cloud,1.5,1,6
40,1,4661,Célibataire,Consulting,Assistant de Direction,1,9,9,8,3,3,2,4,3,3,3,0,0,0,4,2,3,Infra & Cloud,1.5,8,8
41,0,4103,Divorcé(e),Commercial,Cadre Commercial,0,10,9,3,3,3,2,1,4,3,3,0,0,1,2,1,3,Marketing,2.0,1,7
35,1,4249,Célibataire,Consulting,Assistant de Direction,1,9,9,6,3,3,2,3,2,3,3,1,0,0,3,4,4,Infra & Cloud,2.0,1,1
51,1,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,33,9,3,3,4,2,2,3,3,1,0,1,2,5,3,Infra & Cloud,1.5,0,10
38,0,6893,Divorcé(e),Commercial,Cadre Commercial,3,11,7,7,2,3,2,1,4,3,3,0,0,1,3,2,2,Infra & Cloud,1.5,1,7
34,0,6125,Célibataire,Commercial,Cadre Commercial,1,10,10,8,3,3,2,1,4,4,3,0,0,0,6,15,2,Transformation Digitale,1.5,9,6
25,1,3669,Marié(e),Consulting,Consultant,3,7,3,2,4,3,1,4,3,2,3,0,0,3,6,19,1,Transformation Digitale,1.5,1,2
58,0,10008,Marié(e),Consulting,Tech Lead,7,31,10,9,3,2,3,1,4,2,3,1,1,0,0,7,4,Transformation Digitale,1.5,5,9
40,1,2387,Marié(e),Consulting,Consultant,3,7,4,2,2,3,1,2,3,3,4,0,0,1,3,1,4,Infra & Cloud,1.5,0,3
36,0,4639,Marié(e),Commercial,Cadre Commercial,2,17,15,7,1,4,2,1,4,2,3,0,0,1,2,7,3,Marketing,2.0,6,13
48,1,7898,Célibataire,Consulting,Tech Lead,1,11,10,9,4,3,3,4,3,3,3,0,0,0,2,4,3,Infra & Cloud,1.5,0,8
27,0,2534,Marié(e),Commercial,Représentant Commercial,8,5,1,0,3,4,1,4,2,3,3,0,0,1,4,11,3,Transformation Digitale,1.5,0,0
51,0,13142,Célibataire,Consulting,Tech Lead,3,29,5,2,4,2,4,2,2,2,3,0,0,0,1,11,2,Entrepreunariat,1.5,0,3
18,0,1611,Célibataire,Consulting,Consultant,1,0,0,0,4,3,1,4,3,4,3,0,0,0,5,1,3,Infra & Cloud,1.0,0,0
35,0,5363,Marié(e),Consulting,Consultant,0,10,9,7,4,2,2,4,2,3,3,0,0,1,0,1,3,Transformation Digitale,1.5,0,0
27,1,5071,Célibataire,Commercial,Cadre Commercial,3,8,6,2,4,1,2,4,2,3,4,0,0,0,3,2,1,Infra & Cloud,2.0,0,0
55,1,13695,Célibataire,Commercial,Cadre Commercial,6,24,19,7,1,4,4,3,3,2,3,1,1,0,2,13,4,Marketing,1.5,3,8
56,1,13402,Marié(e),Consulting,Tech Lead,4,33,19,16,4,3,4,2,1,3,3,1,0,1,0,23,3,Infra & Cloud,1.5,15,9
34,0,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,5,4,1,2,1,3,3,3,4,0,0,3,2,26,1,Entrepreunariat,1.0,0,0
40,0,6377,Divorcé(e),Consulting,Manager,5,15,12,11,2,4,2,3,2,3,4,0,0,3,0,2,1,Transformation Digitale,1.5,11,8
34,1,5429,Marié(e),Consulting,Consultant,4,10,8,7,2,3,2,3,1,3,3,0,0,2,1,29,3,Transformation Digitale,1.5,7,7
31,0,2785,Célibataire,Commercial,Représentant Commercial,7,3,1,0,3,2,1,4,3,4,3,0,1,0,3,2,3,Infra & Cloud,2.0,0,0
35,0,4614,Marié(e),Commercial,Cadre Commercial,0,5,4,2,4,3,2,3,3,2,3,1,1,1,0,18,4,Marketing,2.0,3,2
38,1,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,4,4,1,3,4,3,3,0,0,3,2,7,3,Infra & Cloud,2.0,0,3
34,0,6687,Célibataire,Consulting,Manager,1,14,14,11,3,3,2,4,4,4,3,0,0,0,2,2,4,Entrepreunariat,1.5,4,11
28,1,4724,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,2,2,1,3,3,3,0,0,1,0,26,3,Infra & Cloud,1.5,0,4
31,1,6179,Marié(e),Consulting,Tech Lead,1,10,10,2,4,3,2,3,4,2,3,1,1,2,3,22,4,Transformation Digitale,1.5,6,7
39,1,6120,Marié(e),Commercial,Cadre Commercial,3,8,5,4,1,2,2,4,4,4,3,1,0,2,2,21,4,Infra & Cloud,1.5,1,4
51,1,10596,Marié(e),Commercial,Cadre Commercial,2,14,4,2,2,3,3,2,2,3,3,0,0,0,5,2,3,Marketing,2.0,3,2
41,0,5467,Divorcé(e),Consulting,Assistant de Direction,3,12,6,2,4,3,2,4,1,2,3,1,0,2,4,22,3,Infra & Cloud,2.0,3,3
37,1,2996,Marié(e),Consulting,Assistant de Direction,7,8,6,4,3,3,1,3,4,3,3,1,0,0,2,4,1,Infra & Cloud,1.5,1,3
33,1,9998,Marié(e),Commercial,Cadre Commercial,6,8,5,4,2,3,2,4,1,4,3,0,0,0,2,5,1,Infra & Cloud,2.0,1,2
32,1,4078,Marié(e),Commercial,Cadre Commercial,0,4,3,2,3,3,2,2,1,2,3,1,0,3,3,2,1,Marketing,1.5,1,2
39,1,10920,Marié(e),Consulting,Manager,3,13,6,4,3,3,3,3,2,3,4,0,0,1,2,25,2,Infra & Cloud,1.0,0,5
25,1,6232,Marié(e),Commercial,Cadre Commercial,2,6,3,2,1,4,2,3,2,2,3,0,0,0,3,18,1,Infra & Cloud,1.5,1,2
52,0,13247,Marié(e),Consulting,Tech Lead,2,24,5,3,4,4,4,3,2,2,3,1,0,1,3,28,2,Transformation Digitale,2.0,0,2
43,0,4081,Célibataire,Consulting,Assistant de Direction,1,20,20,7,1,2,2,3,1,1,3,1,0,0,3,6,3,Transformation Digitale,1.5,1,8
27,0,5769,Marié(e),Commercial,Cadre Commercial,1,6,6,2,4,2,2,4,4,3,3,1,0,0,3,10,3,Marketing,1.5,4,4
27,0,2394,Célibataire,Consulting,Assistant de Direction,1,8,8,2,4,3,1,3,4,3,3,1,1,0,2,17,4,Infra & Cloud,1.5,7,7
26,1,3904,Célibataire,Consulting,Assistant de Direction,0,5,4,3,1,2,1,4,4,3,3,0,0,0,2,2,1,Transformation Digitale,1.5,1,1
42,0,16799,Marié(e),Ressources Humaines,Senior Manager,0,21,20,7,3,3,4,1,3,3,3,0,0,1,5,10,3,Ressources Humaines,1.5,0,9
52,0,2950,Marié(e),Consulting,Consultant,9,12,5,4,3,3,1,1,3,1,3,0,0,0,2,8,4,Autre,1.5,0,4
37,0,3629,Célibataire,Consulting,Consultant,4,8,3,2,1,3,1,3,1,3,3,0,0,0,6,11,3,Transformation Digitale,1.5,0,2
35,1,9362,Célibataire,Consulting,Tech Lead,2,10,2,2,3,3,3,4,3,3,3,0,0,0,2,18,2,Infra & Cloud,2.0,2,2
25,1,3229,Marié(e),Consulting,Consultant,4,7,3,2,1,3,1,4,2,2,3,0,0,1,2,1,3,Entrepreunariat,1.5,0,2
26,1,3578,Célibataire,Consulting,Consultant,0,8,7,7,3,4,1,1,4,3,3,0,0,0,2,7,3,Autre,1.5,0,7
29,1,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,10,9,2,2,3,1,1,2,3,0,0,0,3,17,3,Autre,1.5,0,9
49,1,4284,Célibataire,Consulting,Consultant,3,20,4,3,1,2,2,1,1,3,4,0,1,0,2,28,2,Infra & Cloud,2.0,1,3
29,0,7553,Célibataire,Consulting,Manager,0,9,8,7,3,3,3,4,1,3,3,1,1,0,1,14,1,Autre,2.0,7,7
54,0,17328,Célibataire,Consulting,Directeur Technique,6,29,20,7,4,3,4,4,4,2,3,0,0,0,3,1,3,Transformation Digitale,1.5,12,7
58,0,19701,Marié(e),Consulting,Directeur Technique,3,32,9,8,4,3,5,1,3,3,4,1,0,1,3,1,3,Transformation Digitale,1.5,1,5
55,1,14732,Divorcé(e),Consulting,Directeur Technique,2,31,7,7,2,4,4,4,4,4,3,0,0,2,4,1,4,Transformation Digitale,1.5,0,0
36,0,9278,Célibataire,Commercial,Cadre Commercial,3,15,5,4,1,3,2,2,4,3,3,1,0,0,3,3,4,Marketing,1.5,0,1
31,0,1359,Célibataire,Commercial,Représentant Commercial,1,1,1,0,2,1,1,3,2,3,3,0,1,0,3,1,4,Infra & Cloud,2.0,0,0
30,0,4779,Divorcé(e),Commercial,Cadre Commercial,7,8,3,2,4,3,2,1,2,3,3,0,0,2,3,7,4,Marketing,1.5,0,2
31,0,16422,Célibataire,Consulting,Directeur Technique,3,9,3,2,1,3,4,2,3,4,3,0,0,0,3,8,5,Infra & Cloud,1.5,1,0
34,1,2996,Divorcé(e),Consulting,Assistant de Direction,5,10,4,3,4,3,1,1,3,3,3,0,0,2,2,1,4,Autre,2.0,1,3
31,0,1261,Célibataire,Consulting,Assistant de Direction,1,1,1,0,1,2,1,2,3,4,3,0,1,0,3,8,3,Infra & Cloud,1.5,0,0
27,1,2099,Marié(e),Consulting,Consultant,0,6,5,0,2,3,1,1,2,4,3,0,0,0,3,11,1,Infra & Cloud,1.5,1,4
36,1,5810,Célibataire,Consulting,Consultant,1,10,10,4,1,2,2,4,3,2,3,0,0,0,2,4,4,Infra & Cloud,1.5,1,8
36,0,5647,Marié(e),Commercial,Cadre Commercial,4,11,3,2,3,2,2,1,1,2,3,0,0,2,3,16,4,Marketing,1.5,0,2
47,1,3420,Marié(e),Consulting,Assistant de Direction,7,17,6,5,1,3,1,4,3,2,3,0,0,1,2,1,3,Entrepreunariat,1.5,1,2
25,1,4400,Marié(e),Commercial,Représentant Commercial,3,6,3,2,1,2,1,1,1,3,3,0,1,0,2,9,2,Infra & Cloud,1.5,2,2
37,1,3500,Célibataire,Consulting,Consultant,0,7,6,5,3,4,1,3,1,1,3,0,0,0,2,5,2,Entrepreunariat,1.0,1,3
56,0,2066,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,3,1,1,4,4,4,0,0,1,3,1,2,Infra & Cloud,1.5,1,0
47,0,17169,Marié(e),Consulting,Directeur Technique,3,26,20,17,1,3,4,3,2,4,3,0,0,2,2,2,4,Transformation Digitale,1.5,5,6
24,0,4162,Marié(e),Commercial,Cadre Commercial,1,5,5,4,4,3,2,3,3,3,3,1,0,2,3,4,1,Transformation Digitale,1.5,0,3
32,1,9204,Marié(e),Commercial,Cadre Commercial,4,7,4,3,4,3,2,4,3,2,3,0,0,1,3,7,5,Marketing,1.5,0,3
34,0,3294,Marié(e),Consulting,Consultant,5,7,5,4,4,2,1,2,1,2,3,0,0,1,2,1,3,Infra & Cloud,1.5,0,2
41,1,2127,Marié(e),Consulting,Assistant de Direction,2,7,4,2,2,4,1,3,1,2,3,1,0,0,5,5,5,Transformation Digitale,1.5,0,3
40,1,3975,Divorcé(e),Consulting,Consultant,3,11,8,7,3,3,2,3,3,4,3,0,0,2,2,9,4,Autre,1.0,0,7
31,1,10793,Divorcé(e),Commercial,Cadre Commercial,1,13,13,7,1,3,3,4,1,3,3,0,0,1,5,8,2,Infra & Cloud,1.5,9,9
46,1,10096,Divorcé(e),Commercial,Cadre Commercial,4,28,7,7,1,3,3,4,1,4,3,0,1,1,1,9,3,Marketing,1.5,4,3
39,0,3646,Célibataire,Consulting,Consultant,2,11,1,0,1,2,1,1,2,4,4,1,1,0,2,2,3,Infra & Cloud,1.0,0,0
31,0,7446,Célibataire,Consulting,Tech Lead,1,10,10,8,3,4,3,2,1,3,3,0,1,0,2,1,5,Infra & Cloud,2.0,4,7
45,1,10851,Divorcé(e),Consulting,Manager,2,24,7,7,2,1,3,1,2,3,3,1,0,1,2,20,3,Transformation Digitale,1.5,0,7
31,0,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,8,3,2,4,4,1,2,4,3,3,0,0,0,3,8,2,Transformation Digitale,1.5,0,2
31,1,3722,Marié(e),Consulting,Consultant,6,7,2,2,2,3,1,4,3,1,3,1,1,1,2,2,3,Infra & Cloud,2.0,2,2
45,1,9380,Marié(e),Consulting,Tech Lead,4,10,3,1,2,3,3,4,4,4,3,1,0,2,4,29,3,Entrepreunariat,1.5,1,2
48,1,5486,Divorcé(e),Commercial,Cadre Commercial,4,15,2,2,3,3,2,1,1,3,3,0,0,3,3,7,3,Marketing,1.5,2,2
34,0,2742,Marié(e),Ressources Humaines,Ressources Humaines,1,2,2,2,1,3,1,3,4,3,3,0,1,0,0,9,4,Entrepreunariat,1.5,2,2
40,1,13757,Divorcé(e),Consulting,Directeur Technique,2,16,9,8,4,2,3,2,3,3,3,0,0,1,5,8,1,Transformation Digitale,1.0,4,8
28,1,8463,Célibataire,Commercial,Cadre Commercial,0,6,5,4,4,3,2,1,4,3,3,0,0,0,4,5,3,Transformation Digitale,1.5,1,3
44,1,3162,Célibataire,Consulting,Consultant,3,7,5,2,3,2,1,3,4,3,3,0,0,0,5,5,3,Infra & Cloud,1.0,0,3
53,1,16598,Célibataire,Consulting,Directeur Technique,4,35,9,8,4,4,4,2,2,2,3,0,0,0,2,2,3,Transformation Digitale,1.5,8,8
49,1,6651,Marié(e),Consulting,Manager,2,20,3,2,1,3,2,3,2,2,3,0,0,1,0,5,4,Entrepreunariat,1.5,1,2
40,1,2345,Divorcé(e),Consulting,Assistant de Direction,2,8,3,1,3,3,1,3,3,4,3,0,0,1,3,2,3,Transformation Digitale,1.5,1,2
44,1,3420,Célibataire,Consulting,Assistant de Direction,1,6,5,2,4,3,1,2,3,2,3,0,0,0,3,20,3,Infra & Cloud,1.5,1,3
33,1,4373,Marié(e),Commercial,Cadre Commercial,0,5,4,3,4,3,2,1,1,3,3,0,0,2,2,7,3,Transformation Digitale,2.0,0,3
34,1,4759,Célibataire,Commercial,Cadre Commercial,3,15,13,9,4,1,2,1,4,3,3,0,0,0,2,3,3,Autre,1.5,3,12
30,1,5301,Marié(e),Commercial,Cadre Commercial,8,4,2,1,4,3,2,3,3,2,3,0,0,2,2,16,1,Infra & Cloud,1.5,2,2
42,0,3673,Célibataire,Consulting,Consultant,1,12,12,9,1,3,1,4,3,3,3,0,0,0,3,9,2,Transformation Digitale,2.0,5,8
44,0,4768,Marié(e),Commercial,Cadre Commercial,7,11,1,0,1,3,2,3,3,2,3,0,0,1,4,1,5,Marketing,2.0,0,0
30,1,1274,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,3,3,1,3,2,2,3,0,0,2,2,7,3,Entrepreunariat,1.0,0,0
57,1,4900,Marié(e),Consulting,Assistant de Direction,0,13,12,9,2,4,2,3,1,2,4,0,0,1,2,1,2,Infra & Cloud,1.5,2,8
49,1,10466,Divorcé(e),Consulting,Manager,3,29,8,7,3,3,3,2,2,3,3,0,0,2,3,7,4,Infra & Cloud,1.5,0,7
34,1,17007,Divorcé(e),Consulting,Directeur Technique,7,16,14,8,2,3,4,1,4,2,3,0,0,2,3,15,3,Transformation Digitale,2.0,6,9
28,1,2909,Marié(e),Commercial,Représentant Commercial,3,5,3,2,1,3,1,3,4,4,3,0,1,1,3,1,3,Entrepreunariat,2.0,1,2
29,0,5765,Célibataire,Commercial,Cadre Commercial,5,7,5,3,1,3,2,2,1,1,3,0,1,0,4,13,3,Entrepreunariat,2.0,0,0
34,0,4599,Célibataire,Commercial,Cadre Commercial,0,16,15,9,1,2,2,2,3,4,4,1,1,0,2,24,4,Transformation Digitale,1.5,10,10
35,1,2404,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,1,3,1,3,3,0,0,1,3,7,1,Infra & Cloud,1.5,0,0
24,1,3172,Célibataire,Consulting,Consultant,2,4,0,0,2,3,1,1,3,2,3,1,1,0,2,9,3,Transformation Digitale,2.0,0,0
24,0,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,1,2,3,3,3,0,0,1,2,13,2,Infra & Cloud,1.0,0,0
44,1,10209,Célibataire,Consulting,Tech Lead,5,16,2,2,2,3,3,3,2,2,3,1,0,0,2,2,1,Transformation Digitale,2.0,2,2
29,1,8620,Divorcé(e),Commercial,Cadre Commercial,1,10,10,7,3,2,2,3,3,3,3,0,0,2,3,19,3,Infra & Cloud,1.5,0,4
30,1,2064,Divorcé(e),Ressources Humaines,Ressources Humaines,0,6,5,3,3,3,1,3,1,4,4,0,0,1,3,1,3,Infra & Cloud,1.5,1,3
55,1,4035,Marié(e),Consulting,Manager,0,4,3,2,4,3,2,3,2,3,3,1,0,0,2,4,4,Infra & Cloud,1.5,1,2
33,0,3838,Marié(e),Consulting,Consultant,8,8,5,4,1,2,1,2,4,3,3,0,0,0,5,4,4,Transformation Digitale,1.5,0,2
47,0,4591,Marié(e),Commercial,Cadre Commercial,3,11,5,4,3,3,2,3,3,2,3,1,0,1,4,14,3,Transformation Digitale,1.5,1,2
28,1,2561,Célibataire,Consulting,Consultant,7,8,0,0,3,2,1,1,3,2,3,0,1,0,2,2,2,Transformation Digitale,2.0,0,0
28,1,1563,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,1,2,1,3,4,1,3,0,0,1,2,1,3,Infra & Cloud,1.5,0,0
28,1,4898,Célibataire,Commercial,Cadre Commercial,0,5,4,2,3,3,2,1,4,3,3,0,0,0,5,7,3,Infra & Cloud,2.0,1,3
49,0,4789,Marié(e),Consulting,Consultant,4,10,3,2,3,2,2,1,1,3,4,0,0,1,3,3,2,Transformation Digitale,1.5,1,2
29,0,3180,Marié(e),Consulting,Consultant,0,4,3,2,4,3,1,2,3,3,3,0,0,3,3,2,1,Infra & Cloud,2.0,0,2
